part_id,date,shift,machine,fixture,operator_id,hole_pos_dev_mm,result,rework_min
B00412,2026-03-19,Night,M2,F3,OP-32,0.03,pass,
B00413,2026-03-19,Night,M2,F4,OP-32,0.02,pass,
B00414,2026-03-19,Night,M1,F1,OP-33,-0.05,pass,
B00415,2026-03-19,Night,M1,F2,OP-33,-0.21,pass,
B00416,2026-03-19,Night,M1,F1,OP-32,0.09,pass,
B00417,2026-03-19,Night,M2,F3,OP-32,0.26,fail,23
B00418,2026-03-19,Night,M2,F3,OP-31,0.08,pass,
B00419,2026-03-19,Night,M2,F4,OP-31,0.2,pass,
B00420,2026-03-19,Night,M1,F1,OP-31,0.03,pass,
B00421,2026-03-20,Day,M1,F2,OP-12,-0.02,pass,
B00422,2026-03-20,Day,M2,F3,OP-12,0.23,pass,
B00423,2026-03-20,Day,M2,F3,OP-12,0.31,fail,19
B00424,2026-03-20,Day,M2,F4,OP-12,-0.2,pass,
B00425,2026-03-20,Day,M2,F4,OP-11,0.0,pass,
B00426,2026-03-20,Day,M1,F2,OP-11,-0.06,pass,
B00427,2026-03-20,Day,M1,F1,OP-13,0.12,pass,
B00428,2026-03-20,Day,M2,F4,OP-11,0.21,pass,
B00429,2026-03-20,Day,M1,F1,OP-12,0.1,pass,
B00430,2026-03-20,Day,M1,F1,OP-12,0.01,pass,
B00431,2026-03-20,Swing,M2,F3,OP-22,0.07,pass,
B00432,2026-03-20,Swing,M1,F1,OP-23,0.14,pass,
B00433,2026-03-20,Swing,M1,F2,OP-23,-0.11,pass,
B00434,2026-03-20,Swing,M2,F3,OP-21,0.23,pass,
B00435,2026-03-20,Swing,M1,F1,OP-21,0.09,pass,
B00436,2026-03-20,Swing,M1,F1,OP-22,0.1,pass,
B00437,2026-03-20,Swing,M1,F2,OP-22,0.09,pass,
B00438,2026-03-20,Swing,M1,F1,OP-23,0.08,pass,
B00439,2026-03-20,Swing,M1,F2,OP-21,-0.1,pass,
B00440,2026-03-20,Swing,M1,F2,OP-23,-0.04,pass,
B00441,2026-03-20,Night,M2,F3,OP-31,0.09,pass,
B00442,2026-03-20,Night,M2,F4,OP-31,-0.11,pass,
B00443,2026-03-20,Night,M2,F4,OP-33,-0.02,pass,
B00444,2026-03-20,Night,M2,F4,OP-33,0.08,pass,
B00445,2026-03-20,Night,M1,F2,OP-33,0.21,pass,
B00446,2026-03-20,Night,M1,F2,OP-32,-0.03,pass,
B00447,2026-03-20,Night,M2,F3,OP-31,0.16,pass,
B00448,2026-03-20,Night,M1,F2,OP-31,0.08,pass,
B00449,2026-03-20,Night,M1,F1,OP-32,0.0,pass,
B00450,2026-03-20,Night,M2,F4,OP-31,-0.08,pass,
B00451,2026-03-23,Day,M1,F2,OP-12,-0.02,pass,
B00452,2026-03-23,Day,M2,F3,OP-13,0.13,pass,
B00453,2026-03-23,Day,M2,F4,OP-13,-0.04,pass,
B00454,2026-03-23,Day,M2,F4,OP-13,-0.11,pass,
B00455,2026-03-23,Day,M2,F4,OP-11,0.07,pass,
B00456,2026-03-23,Day,M1,F1,OP-11,0.09,pass,
B00457,2026-03-23,Day,M1,F2,OP-11,-0.04,pass,
B00458,2026-03-23,Day,M2,F4,OP-11,-0.03,pass,
B00459,2026-03-23,Day,M2,F4,OP-11,-0.15,pass,
B00460,2026-03-23,Day,M2,F3,OP-11,0.18,pass,
B00461,2026-03-23,Swing,M1,F2,OP-22,0.1,pass,
B00462,2026-03-23,Swing,M2,F3,OP-23,0.03,pass,
B00463,2026-03-23,Swing,M1,F2,OP-21,0.08,pass,
B00464,2026-03-23,Swing,M2,F4,OP-21,-0.13,pass,
B00465,2026-03-23,Swing,M1,F1,OP-22,0.07,pass,
B00466,2026-03-23,Swing,M2,F4,OP-23,-0.0,pass,
B00467,2026-03-23,Swing,M2,F4,OP-22,-0.02,pass,
B00468,2026-03-23,Swing,M1,F2,OP-23,0.09,pass,
B00469,2026-03-23,Swing,M1,F2,OP-23,0.05,pass,
B00470,2026-03-23,Swing,M2,F3,OP-21,0.23,pass,
B00471,2026-03-23,Night,M2,F4,OP-32,0.12,pass,
B00472,2026-03-23,Night,M1,F2,OP-32,0.06,pass,
B00473,2026-03-23,Night,M1,F1,OP-33,0.13,pass,
B00474,2026-03-23,Night,M2,F3,OP-33,0.24,pass,
B00475,2026-03-23,Night,M2,F4,OP-33,-0.15,pass,
B00476,2026-03-23,Night,M1,F1,OP-31,0.1,pass,
B00477,2026-03-23,Night,M2,F4,OP-31,-0.24,pass,
B00478,2026-03-23,Night,M1,F1,OP-33,0.04,pass,
B00479,2026-03-23,Night,M2,F3,OP-33,0.2,pass,
B00480,2026-03-23,Night,M1,F1,OP-32,0.06,pass,
B00481,2026-03-24,Day,M1,F2,OP-12,0.04,pass,
B00482,2026-03-24,Day,M2,F3,OP-13,0.09,pass,
B00483,2026-03-24,Day,M1,F2,OP-11,0.18,pass,
B00484,2026-03-24,Day,M1,F1,OP-12,-0.08,pass,
B00485,2026-03-24,Day,M2,F3,OP-11,0.16,pass,
B00486,2026-03-24,Day,M1,F1,OP-12,0.04,pass,
B00487,2026-03-24,Day,M1,F2,OP-13,-0.03,pass,
B00488,2026-03-24,Day,M2,F3,OP-13,0.07,pass,
B00489,2026-03-24,Day,M1,F1,OP-13,0.07,pass,
B00490,2026-03-24,Day,M2,F4,OP-12,-0.02,pass,
B00491,2026-03-24,Swing,M2,F4,OP-23,0.07,pass,
B00492,2026-03-24,Swing,M1,F2,OP-21,-0.14,pass,
B00493,2026-03-24,Swing,M2,F3,OP-21,0.28,fail,18
B00494,2026-03-24,Swing,M1,F1,OP-21,-0.02,pass,
B00495,2026-03-24,Swing,M2,F4,OP-21,-0.07,pass,
B00496,2026-03-24,Swing,M1,F1,OP-21,-0.09,pass,
B00497,2026-03-24,Swing,M1,F2,OP-23,0.2,pass,
B00498,2026-03-24,Swing,M1,F2,OP-22,-0.01,pass,
B00499,2026-03-24,Swing,M1,F2,OP-22,0.01,pass,
B00500,2026-03-24,Swing,M2,F3,OP-23,0.2,pass,
B00501,2026-03-24,Night,M1,F2,OP-31,-0.04,pass,
B00502,2026-03-24,Night,M1,F2,OP-33,0.21,pass,
B00503,2026-03-24,Night,M2,F3,OP-33,0.31,fail,17
B00504,2026-03-24,Night,M1,F1,OP-33,-0.02,pass,
B00505,2026-03-24,Night,M1,F1,OP-31,0.0,pass,
B00506,2026-03-24,Night,M1,F1,OP-32,-0.05,pass,
B00507,2026-03-24,Night,M2,F4,OP-33,-0.14,pass,
B00508,2026-03-24,Night,M2,F3,OP-31,-0.03,pass,
B00509,2026-03-24,Night,M2,F3,OP-32,-0.05,pass,
B00510,2026-03-24,Night,M2,F4,OP-31,0.02,pass,
B00511,2026-03-25,Day,M1,F2,OP-13,-0.13,pass,
B00512,2026-03-25,Day,M2,F3,OP-11,0.1,pass,
B00513,2026-03-25,Day,M2,F4,OP-13,-0.04,pass,
B00514,2026-03-25,Day,M1,F2,OP-13,-0.03,pass,
B00515,2026-03-25,Day,M2,F3,OP-12,0.08,pass,
B00516,2026-03-25,Day,M2,F3,OP-12,0.04,pass,
B00517,2026-03-25,Day,M1,F1,OP-12,0.14,pass,
B00518,2026-03-25,Day,M1,F1,OP-11,0.11,pass,
B00519,2026-03-25,Day,M1,F2,OP-12,0.06,pass,
B00520,2026-03-25,Day,M1,F1,OP-11,0.07,pass,
B00521,2026-03-25,Swing,M1,F2,OP-22,-0.07,pass,
B00522,2026-03-25,Swing,M2,F3,OP-22,-0.04,pass,
B00523,2026-03-25,Swing,M2,F4,OP-23,-0.14,pass,
B00524,2026-03-25,Swing,M1,F1,OP-23,-0.02,pass,
B00525,2026-03-25,Swing,M2,F3,OP-22,-0.04,pass,
B00526,2026-03-25,Swing,M1,F2,OP-21,0.13,pass,
B00527,2026-03-25,Swing,M2,F4,OP-21,0.1,pass,
B00528,2026-03-25,Swing,M1,F1,OP-23,0.14,pass,
B00529,2026-03-25,Swing,M1,F1,OP-21,0.08,pass,
B00530,2026-03-25,Swing,M2,F3,OP-21,0.08,pass,
B00531,2026-03-25,Night,M2,F4,OP-33,-0.06,pass,
B00532,2026-03-25,Night,M1,F1,OP-31,0.23,pass,
B00533,2026-03-25,Night,M1,F2,OP-32,0.11,pass,
B00534,2026-03-25,Night,M1,F2,OP-31,0.04,pass,
B00535,2026-03-25,Night,M1,F2,OP-31,0.0,pass,
B00536,2026-03-25,Night,M2,F3,OP-33,0.07,pass,
B00537,2026-03-25,Night,M1,F2,OP-32,-0.22,pass,
B00538,2026-03-25,Night,M2,F3,OP-31,0.1,pass,
B00539,2026-03-25,Night,M2,F4,OP-32,0.16,pass,
B00540,2026-03-25,Night,M2,F4,OP-31,0.08,pass,
B00541,2026-03-26,Day,M1,F2,OP-12,0.01,pass,
B00542,2026-03-26,Day,M1,F2,OP-12,0.0,pass,
B00543,2026-03-26,Day,M1,F2,OP-13,-0.05,pass,
B00544,2026-03-26,Day,M2,F3,OP-12,0.15,pass,
B00545,2026-03-26,Day,M2,F4,OP-13,0.01,pass,
B00546,2026-03-26,Day,M1,F1,OP-13,-0.1,pass,
B00547,2026-03-26,Day,M1,F1,OP-11,-0.03,pass,
B00548,2026-03-26,Day,M1,F2,OP-12,-0.06,pass,
B00549,2026-03-26,Day,M1,F2,OP-11,0.07,pass,
B00550,2026-03-26,Day,M2,F4,OP-12,-0.11,pass,
B00551,2026-03-26,Swing,M1,F2,OP-21,-0.1,pass,
B00552,2026-03-26,Swing,M1,F2,OP-23,-0.11,pass,
B00553,2026-03-26,Swing,M2,F4,OP-21,-0.09,pass,
B00554,2026-03-26,Swing,M1,F2,OP-21,0.06,pass,
B00555,2026-03-26,Swing,M2,F3,OP-22,0.14,pass,
B00556,2026-03-26,Swing,M2,F3,OP-21,0.08,pass,
B00557,2026-03-26,Swing,M1,F2,OP-21,-0.06,pass,
B00558,2026-03-26,Swing,M2,F4,OP-22,0.06,pass,
B00559,2026-03-26,Swing,M1,F1,OP-21,0.06,pass,
B00560,2026-03-26,Swing,M2,F3,OP-22,-0.04,pass,
B00561,2026-03-26,Night,M2,F4,OP-33,0.02,pass,
B00562,2026-03-26,Night,M1,F1,OP-32,0.07,pass,
B00563,2026-03-26,Night,M1,F1,OP-33,-0.05,pass,
B00564,2026-03-26,Night,M1,F2,OP-32,-0.29,fail,27
B00565,2026-03-26,Night,M2,F4,OP-32,0.01,pass,
B00566,2026-03-26,Night,M2,F3,OP-32,0.39,fail,20
B00567,2026-03-26,Night,M1,F2,OP-33,0.04,pass,
B00568,2026-03-26,Night,M2,F3,OP-33,0.23,pass,
B00569,2026-03-26,Night,M2,F3,OP-32,0.07,pass,
B00570,2026-03-26,Night,M2,F3,OP-32,0.18,pass,
B00571,2026-03-27,Day,M2,F3,OP-13,0.16,pass,
B00572,2026-03-27,Day,M1,F1,OP-13,0.15,pass,
B00573,2026-03-27,Day,M1,F1,OP-12,-0.04,pass,
B00574,2026-03-27,Day,M1,F1,OP-11,-0.07,pass,
B00575,2026-03-27,Day,M1,F2,OP-13,-0.02,pass,
B00576,2026-03-27,Day,M1,F1,OP-13,-0.03,pass,
B00577,2026-03-27,Day,M2,F3,OP-11,0.14,pass,
B00578,2026-03-27,Day,M1,F1,OP-13,-0.23,pass,
B00579,2026-03-27,Day,M1,F1,OP-13,-0.07,pass,
B00580,2026-03-27,Day,M2,F4,OP-13,0.07,pass,
B00581,2026-03-27,Swing,M2,F4,OP-22,0.23,pass,
B00582,2026-03-27,Swing,M1,F2,OP-21,-0.12,pass,
B00583,2026-03-27,Swing,M1,F1,OP-22,0.07,pass,
B00584,2026-03-27,Swing,M2,F3,OP-23,0.24,pass,
B00585,2026-03-27,Swing,M1,F2,OP-21,-0.03,pass,
B00586,2026-03-27,Swing,M1,F2,OP-21,0.08,pass,
B00587,2026-03-27,Swing,M2,F3,OP-23,0.23,pass,
B00588,2026-03-27,Swing,M2,F3,OP-22,0.06,pass,
B00589,2026-03-27,Swing,M2,F3,OP-23,0.22,pass,
B00590,2026-03-27,Swing,M1,F2,OP-21,0.05,pass,
B00591,2026-03-27,Night,M1,F2,OP-32,0.02,pass,
B00592,2026-03-27,Night,M2,F3,OP-33,0.25,pass,
B00593,2026-03-27,Night,M1,F1,OP-32,-0.04,pass,
B00594,2026-03-27,Night,M2,F4,OP-31,-0.12,pass,
B00595,2026-03-27,Night,M1,F1,OP-32,-0.13,pass,
B00596,2026-03-27,Night,M1,F2,OP-33,0.35,fail,28
B00597,2026-03-27,Night,M1,F1,OP-31,0.07,pass,
B00598,2026-03-27,Night,M1,F2,OP-31,-0.32,fail,27
B00599,2026-03-27,Night,M2,F3,OP-33,0.08,pass,
B00600,2026-03-27,Night,M1,F2,OP-32,0.12,pass,
B00601,2026-03-30,Day,M1,F1,OP-11,-0.01,pass,
B00602,2026-03-30,Day,M1,F2,OP-12,-0.02,pass,
B00603,2026-03-30,Day,M1,F2,OP-12,-0.14,pass,
B00604,2026-03-30,Day,M2,F4,OP-11,-0.21,pass,
B00605,2026-03-30,Day,M1,F2,OP-13,-0.03,pass,
B00606,2026-03-30,Day,M1,F2,OP-11,0.0,pass,
B00607,2026-03-30,Day,M2,F3,OP-13,0.13,pass,
B00608,2026-03-30,Day,M1,F1,OP-13,-0.03,pass,
B00609,2026-03-30,Day,M1,F2,OP-13,0.02,pass,
B00610,2026-03-30,Day,M2,F3,OP-11,0.05,pass,
B00611,2026-03-30,Swing,M1,F2,OP-23,0.02,pass,
B00612,2026-03-30,Swing,M2,F4,OP-22,-0.03,pass,
B00613,2026-03-30,Swing,M2,F4,OP-22,-0.13,pass,
B00614,2026-03-30,Swing,M2,F4,OP-21,-0.12,pass,
B00615,2026-03-30,Swing,M1,F2,OP-21,0.13,pass,
B00616,2026-03-30,Swing,M2,F3,OP-22,0.15,pass,
B00617,2026-03-30,Swing,M2,F4,OP-22,0.04,pass,
B00618,2026-03-30,Swing,M1,F2,OP-23,0.26,fail,17
B00619,2026-03-30,Swing,M1,F2,OP-23,0.04,pass,
B00620,2026-03-30,Swing,M2,F3,OP-22,0.09,pass,
B00621,2026-03-30,Night,M2,F4,OP-32,0.29,fail,34
B00622,2026-03-30,Night,M1,F2,OP-33,0.14,pass,
B00623,2026-03-30,Night,M1,F1,OP-31,-0.1,pass,
B00624,2026-03-30,Night,M2,F4,OP-31,-0.04,pass,
B00625,2026-03-30,Night,M2,F3,OP-31,0.08,pass,
B00626,2026-03-30,Night,M1,F2,OP-32,-0.19,pass,
B00627,2026-03-30,Night,M2,F4,OP-32,0.04,pass,
B00628,2026-03-30,Night,M1,F2,OP-33,-0.01,pass,
B00629,2026-03-30,Night,M1,F2,OP-33,-0.15,pass,
B00630,2026-03-30,Night,M2,F4,OP-33,-0.16,pass,
B00631,2026-03-31,Day,M2,F3,OP-12,0.12,pass,
B00632,2026-03-31,Day,M1,F1,OP-11,-0.0,pass,
B00633,2026-03-31,Day,M2,F4,OP-12,-0.02,pass,
B00634,2026-03-31,Day,M1,F1,OP-12,0.02,pass,
B00635,2026-03-31,Day,M1,F2,OP-11,0.03,pass,
B00636,2026-03-31,Day,M2,F4,OP-11,-0.0,pass,
B00637,2026-03-31,Day,M1,F1,OP-13,-0.14,pass,
B00638,2026-03-31,Day,M2,F3,OP-13,0.23,pass,
B00639,2026-03-31,Day,M1,F1,OP-13,-0.08,pass,
B00640,2026-03-31,Day,M1,F2,OP-12,-0.0,pass,
B00641,2026-03-31,Swing,M1,F1,OP-23,,pass,
B00642,2026-03-31,Swing,M2,F3,OP-22,0.24,pass,
B00643,2026-03-31,Swing,M2,F4,OP-21,-0.07,pass,
B00644,2026-03-31,Swing,M1,F1,OP-23,-0.02,pass,
B00645,2026-03-31,Swing,M2,F3,OP-22,0.15,pass,
B00646,2026-03-31,Swing,M2,F3,OP-23,,pass,
B00647,2026-03-31,Swing,M2,F4,OP-21,0.07,pass,
B00648,2026-03-31,Swing,M2,F3,OP-22,0.12,pass,
B00649,2026-03-31,Swing,M2,F4,OP-23,0.06,pass,
B00650,2026-03-31,Swing,M2,F3,OP-21,0.06,pass,
B00651,2026-03-31,Night,M2,F3,OP-33,0.15,pass,
B00652,2026-03-31,Night,M2,F4,OP-31,0.05,pass,
B00653,2026-03-31,Night,M2,F4,OP-33,0.01,pass,
B00654,2026-03-31,Night,M1,F2,OP-32,0.12,pass,
B00655,2026-03-31,Night,M1,F1,OP-32,0.22,pass,
B00656,2026-03-31,Night,M1,F2,OP-31,-0.07,pass,
B00657,2026-03-31,Night,M1,F1,OP-32,0.22,pass,
B00658,2026-03-31,Night,M1,F2,OP-33,0.07,pass,
B00659,2026-03-31,Night,M2,F4,OP-31,-0.03,pass,
B00660,2026-03-31,Night,M2,F3,OP-31,0.07,pass,
B00661,2026-04-01,Day,M1,F1,OP-11,0.04,pass,
B00662,2026-04-01,Day,M2,F3,OP-13,0.09,pass,
B00663,2026-04-01,Day,M1,F1,OP-13,-0.01,pass,
B00664,2026-04-01,Day,M2,F3,OP-13,0.1,pass,
B00665,2026-04-01,Day,M1,F2,OP-11,-0.09,pass,
B00666,2026-04-01,Day,M1,F2,OP-11,-0.1,pass,
B00667,2026-04-01,Day,M2,F4,OP-11,0.08,pass,
B00668,2026-04-01,Day,M1,F2,OP-13,-0.12,pass,
B00669,2026-04-01,Day,M2,F3,OP-11,0.15,pass,
B00670,2026-04-01,Day,M1,F1,OP-11,-0.05,pass,
B00671,2026-04-01,Swing,M2,F4,OP-23,-0.05,pass,
B00672,2026-04-01,Swing,M2,F4,OP-22,-0.01,pass,
B00673,2026-04-01,Swing,M2,F3,OP-23,0.11,pass,
B00674,2026-04-01,Swing,M2,F3,OP-23,0.07,pass,
B00675,2026-04-01,Swing,M1,F2,OP-22,0.23,pass,
B00676,2026-04-01,Swing,M2,F3,OP-22,-0.12,pass,
B00677,2026-04-01,Swing,M2,F4,OP-22,-0.15,pass,
B00678,2026-04-01,Swing,M1,F2,OP-23,-0.03,pass,
B00679,2026-04-01,Swing,M1,F1,OP-22,0.09,pass,
B00680,2026-04-01,Swing,M1,F2,OP-22,0.07,pass,
B00681,2026-04-01,Night,M2,F4,OP-31,0.23,pass,
B00682,2026-04-01,Night,M2,F4,OP-31,0.03,pass,
B00683,2026-04-01,Night,M2,F3,OP-32,-0.02,pass,
B00684,2026-04-01,Night,M1,F1,OP-33,-0.12,pass,
B00685,2026-04-01,Night,M2,F3,OP-33,0.11,pass,
B00686,2026-04-01,Night,M2,F3,OP-33,0.1,pass,
B00687,2026-04-01,Night,M2,F3,OP-33,0.14,pass,
B00688,2026-04-01,Night,M1,F1,OP-31,0.07,pass,
B00689,2026-04-01,Night,M1,F1,OP-32,0.16,pass,
B00690,2026-04-01,Night,M1,F1,OP-33,0.05,pass,
B00691,2026-04-02,Day,M1,F2,OP-13,-0.0,pass,
B00692,2026-04-02,Day,M2,F4,OP-11,0.04,pass,
B00693,2026-04-02,Day,M1,F2,OP-12,0.07,pass,
B00694,2026-04-02,Day,M2,F3,OP-12,0.32,fail,11
B00695,2026-04-02,Day,M2,F4,OP-13,-0.13,pass,
B00696,2026-04-02,Day,M2,F3,OP-13,0.06,pass,
B00697,2026-04-02,Day,M2,F4,OP-13,0.05,pass,
B00698,2026-04-02,Day,M2,F4,OP-11,0.04,pass,
B00699,2026-04-02,Day,M1,F1,OP-12,0.05,pass,
B00700,2026-04-02,Day,M1,F1,OP-12,-0.24,pass,
B00701,2026-04-02,Swing,M1,F2,OP-23,-0.07,pass,
B00702,2026-04-02,Swing,M1,F1,OP-22,0.26,fail,26
B00703,2026-04-02,Swing,M1,F2,OP-22,0.07,pass,
B00704,2026-04-02,Swing,M2,F3,OP-22,0.12,pass,
B00705,2026-04-02,Swing,M1,F1,OP-21,0.13,pass,
B00706,2026-04-02,Swing,M1,F1,OP-21,0.02,pass,
B00707,2026-04-02,Swing,M2,F3,OP-22,0.06,pass,
B00708,2026-04-02,Swing,M1,F2,OP-23,-0.01,pass,
B00709,2026-04-02,Swing,M2,F4,OP-22,-0.05,pass,
B00710,2026-04-02,Swing,M2,F4,OP-21,0.04,pass,
B00711,2026-04-02,Night,M1,F2,OP-33,-0.18,pass,
B00712,2026-04-02,Night,M1,F1,OP-31,-0.05,pass,
B00713,2026-04-02,Night,M1,F2,OP-33,0.05,pass,
B00714,2026-04-02,Night,M2,F4,OP-31,0.05,pass,
B00715,2026-04-02,Night,M2,F3,OP-33,-0.01,pass,
B00716,2026-04-02,Night,M2,F3,OP-33,-0.17,pass,
B00717,2026-04-02,Night,M1,F2,OP-31,0.05,pass,
B00718,2026-04-02,Night,M1,F2,OP-31,-0.11,pass,
B00719,2026-04-02,Night,M1,F2,OP-32,-0.38,fail,15
B00720,2026-04-02,Night,M1,F2,OP-32,0.01,pass,
B00721,2026-04-03,Day,M2,F4,OP-12,-0.09,pass,
B00722,2026-04-03,Day,M2,F3,OP-11,0.15,pass,
B00723,2026-04-03,Day,M1,F2,OP-11,0.05,pass,
B00724,2026-04-03,Day,M1,F2,OP-13,0.11,pass,
B00725,2026-04-03,Day,M2,F3,OP-11,0.04,pass,
B00726,2026-04-03,Day,M1,F1,OP-11,-0.2,pass,
B00727,2026-04-03,Day,M2,F4,OP-13,-0.01,pass,
B00728,2026-04-03,Day,M2,F4,OP-13,0.02,pass,
B00729,2026-04-03,Day,M2,F3,OP-11,0.05,pass,
B00730,2026-04-03,Day,M2,F4,OP-13,-0.14,pass,
B00731,2026-04-03,Swing,M2,F3,OP-21,0.23,pass,
B00732,2026-04-03,Swing,M1,F1,OP-22,-0.2,pass,
B00733,2026-04-03,Swing,M2,F4,OP-22,0.14,pass,
B00734,2026-04-03,Swing,M2,F3,OP-21,0.38,fail,25
B00735,2026-04-03,Swing,M2,F3,OP-21,0.18,pass,
B00736,2026-04-03,Swing,M2,F3,OP-23,0.29,fail,19
B00737,2026-04-03,Swing,M2,F3,OP-23,-0.01,pass,
B00738,2026-04-03,Swing,M2,F3,OP-23,0.11,pass,
B00739,2026-04-03,Swing,M2,F3,OP-21,0.09,pass,
B00740,2026-04-03,Swing,M1,F2,OP-21,-0.03,pass,
B00741,2026-04-03,Night,M1,F2,OP-33,0.34,fail,20
B00742,2026-04-03,Night,M1,F2,OP-32,0.15,pass,
B00743,2026-04-03,Night,M1,F1,OP-32,-0.16,pass,
B00744,2026-04-03,Night,M2,F4,OP-32,-0.25,pass,
B00745,2026-04-03,Night,M2,F4,OP-32,0.06,pass,
B00746,2026-04-03,Night,M2,F4,OP-31,0.17,pass,
B00747,2026-04-03,Night,M2,F3,OP-33,-0.26,fail,13
B00748,2026-04-03,Night,M1,F2,OP-33,0.04,pass,
B00749,2026-04-03,Night,M2,F4,OP-33,0.14,pass,
B00750,2026-04-03,Night,M1,F2,OP-31,0.23,pass,
B00751,2026-04-06,Day,M2,F3,OP-12,0.27,fail,30
B00752,2026-04-06,Day,M1,F2,OP-11,-0.01,pass,
B00753,2026-04-06,Day,M2,F4,OP-12,-0.21,pass,
B00754,2026-04-06,Day,M2,F4,OP-11,0.16,pass,
B00755,2026-04-06,Day,M2,F3,OP-13,0.04,pass,
B00756,2026-04-06,Day,M1,F1,OP-11,0.18,pass,
B00757,2026-04-06,Day,M2,F4,OP-12,-0.07,pass,
B00758,2026-04-06,Day,M1,F1,OP-11,0.02,pass,
B00759,2026-04-06,Day,M1,F2,OP-13,-0.12,pass,
B00760,2026-04-06,Day,M1,F1,OP-11,0.03,pass,
B00761,2026-04-06,Swing,M2,F3,OP-22,-0.01,pass,
B00762,2026-04-06,Swing,M2,F4,OP-23,0.2,pass,
B00763,2026-04-06,Swing,M1,F2,OP-22,-0.02,pass,
B00764,2026-04-06,Swing,M2,F4,OP-22,-0.01,pass,
B00765,2026-04-06,Swing,M2,F4,OP-23,-0.04,pass,
B00766,2026-04-06,Swing,M1,F1,OP-21,0.12,pass,
B00767,2026-04-06,Swing,M2,F3,OP-23,0.19,pass,
B00768,2026-04-06,Swing,M2,F3,OP-23,-0.02,pass,
B00769,2026-04-06,Swing,M1,F1,OP-22,-0.19,pass,
B00770,2026-04-06,Swing,M2,F4,OP-21,0.0,pass,
B00771,2026-04-06,Night,M1,F1,OP-31,0.11,pass,
B00772,2026-04-06,Night,M2,F4,OP-32,-0.19,pass,
B00773,2026-04-06,Night,M1,F1,OP-31,-0.01,pass,
B00774,2026-04-06,Night,M1,F1,OP-31,0.01,pass,
B00775,2026-04-06,Night,M2,F4,OP-31,0.27,fail,41
B00776,2026-04-06,Night,M2,F3,OP-31,-0.05,pass,
B00777,2026-04-06,Night,M1,F2,OP-31,0.12,pass,
B00778,2026-04-06,Night,M2,F4,OP-31,-0.1,pass,
B00779,2026-04-06,Night,M2,F3,OP-33,0.38,fail,8
B00780,2026-04-06,Night,M2,F4,OP-33,0.01,pass,
B00781,2026-04-07,Day,M1,F2,OP-13,0.02,pass,
B00782,2026-04-07,Day,M1,F1,OP-11,-0.08,pass,
B00783,2026-04-07,Day,M1,F1,OP-11,-0.13,pass,
B00784,2026-04-07,Day,M2,F3,OP-13,0.11,pass,
B00785,2026-04-07,Day,M1,F1,OP-12,0.07,pass,
B00786,2026-04-07,Day,M2,F4,OP-12,-0.11,pass,
B00787,2026-04-07,Day,M2,F3,OP-13,0.1,pass,
B00788,2026-04-07,Day,M1,F1,OP-13,0.04,pass,
B00789,2026-04-07,Day,M1,F1,OP-12,0.09,pass,
B00790,2026-04-07,Day,M1,F2,OP-12,0.15,pass,
B00791,2026-04-07,Swing,M1,F1,OP-23,-0.14,pass,
B00792,2026-04-07,Swing,M1,F2,OP-23,-0.11,pass,
B00793,2026-04-07,Swing,M1,F2,OP-23,-0.06,pass,
B00794,2026-04-07,Swing,M1,F2,OP-23,0.01,pass,
B00795,2026-04-07,Swing,M2,F4,OP-21,0.17,pass,
B00796,2026-04-07,Swing,M2,F4,OP-21,0.02,pass,
B00797,2026-04-07,Swing,M1,F2,OP-22,-0.2,pass,
B00798,2026-04-07,Swing,M1,F2,OP-22,-0.1,pass,
B00799,2026-04-07,Swing,M2,F4,OP-21,-0.03,pass,
B00800,2026-04-07,Swing,M1,F1,OP-22,0.01,pass,
B00801,2026-04-07,Night,M2,F4,OP-32,-0.08,pass,
B00802,2026-04-07,Night,M2,F4,OP-33,-0.16,pass,
B00803,2026-04-07,Night,M1,F1,OP-31,0.2,pass,
B00804,2026-04-07,Night,M1,F2,OP-33,0.0,pass,
B00805,2026-04-07,Night,M2,F3,OP-31,0.44,fail,36
B00806,2026-04-07,Night,M1,F1,OP-33,0.23,pass,
B00807,2026-04-07,Night,M1,F2,OP-33,0.14,pass,
B00808,2026-04-07,Night,M2,F4,OP-33,0.05,pass,
B00809,2026-04-07,Night,M1,F1,OP-31,0.15,pass,
B00810,2026-04-07,Night,M1,F1,OP-33,-0.09,pass,
B00811,2026-04-08,Day,M2,F4,OP-13,-0.02,pass,
B00812,2026-04-08,Day,M2,F4,OP-13,0.05,pass,
B00813,2026-04-08,Day,M2,F3,OP-11,0.13,pass,
B00814,2026-04-08,Day,M2,F4,OP-13,-0.02,pass,
B00815,2026-04-08,Day,M1,F1,OP-12,-0.03,pass,
B00816,2026-04-08,Day,M2,F4,OP-13,-0.0,pass,
B00817,2026-04-08,Day,M1,F1,OP-13,-0.03,pass,
B00818,2026-04-08,Day,M1,F1,OP-12,-0.02,pass,
B00819,2026-04-08,Day,M2,F4,OP-13,0.03,pass,
B00820,2026-04-08,Day,M2,F3,OP-13,0.18,pass,
B00821,2026-04-08,Swing,M2,F3,OP-21,0.2,pass,
B00822,2026-04-08,Swing,M2,F3,OP-21,0.21,pass,
B00823,2026-04-08,Swing,M2,F4,OP-23,-0.08,pass,
B00824,2026-04-08,Swing,M1,F1,OP-22,0.1,pass,
