invoice_id,date,entry_channel,clerk_code,vendor_group,entry_minutes,corrected,days_to_pay
INV100420,2026-02-11,EDI,C09,Services,7.3,No,40
INV100421,2026-02-11,EDI,C08,Services,6.0,No,37
INV100422,2026-02-11,Paper-scan,C01,Raw materials,9.6,No,26
INV100423,2026-02-12,EDI,C09,Freight,2.2,No,21
INV100424,2026-02-12,Portal,C02,MRO,3.5,No,30
INV100425,2026-02-12,Email-PDF,C07,MRO,7.9,Yes,41
INV100426,2026-02-12,EDI,C12,Utilities,3.1,No,22
INV100427,2026-02-12,Portal,C11,Services,10.8,Yes,51
INV100428,2026-02-12,Paper-scan,C01,Services,20.7,No,36
INV100429,2026-02-12,Portal,C07,Utilities,4.4,No,19
INV100430,2026-02-12,Portal,C07,Services,13.2,No,26
INV100431,2026-02-12,EDI,C01,Services,8.1,No,36
INV100432,2026-02-12,Portal,C01,Raw materials,4.6,No,26
INV100433,2026-02-12,EDI,C05,Utilities,1.2,No,-12
INV100434,2026-02-12,Portal,C03,Services,5.5,No,39
INV100435,2026-02-12,Portal,C05,Raw materials,5.2,No,28
INV100436,2026-02-12,Paper-scan,C07,Raw materials,8.4,No,33
INV100437,2026-02-12,Email-PDF,C09,Raw materials,10.2,No,29
INV100438,2026-02-12,EDI,C06,Services,4.0,No,41
INV100439,2026-02-12,Email-PDF,C01,Services,13.4,No,33
INV100440,2026-02-12,Email-PDF,C05,MRO,7.6,No,31
INV100441,2026-02-12,EDI,C08,Raw materials,2.5,No,23
INV100442,2026-02-12,Portal,C05,Freight,5.5,No,18
INV100443,2026-02-13,Portal,C05,Freight,5.3,No,26
INV100444,2026-02-13,Email-PDF,C04,MRO,6.7,No,19
INV100445,2026-02-13,Email-PDF,C01,Raw materials,8.7,No,21
INV100446,2026-02-13,Portal,C01,MRO,5.1,No,34
INV100447,2026-02-13,Paper-scan,C09,Utilities,4.9,No,25
INV100448,2026-02-13,Portal,C03,MRO,4.7,No,28
INV100449,2026-02-13,Email-PDF,C04,MRO,4.7,No,32
INV100450,2026-02-13,Portal,C10,Freight,6.4,No,25
INV100451,2026-02-13,Email-PDF,C11,Raw materials,9.5,No,34
INV100452,2026-02-13,Email-PDF,C12,Raw materials,4.9,Yes,29
INV100453,2026-02-13,EDI,C02,Raw materials,2.3,No,32
INV100454,2026-02-13,Portal,C12,Freight,5.0,No,33
INV100455,2026-02-13,Portal,C10,Freight,5.2,No,20
INV100456,2026-02-13,Portal,C02,Services,9.2,No,44
INV100457,2026-02-13,Email-PDF,C09,Freight,7.4,Yes,32
INV100458,2026-02-13,EDI,C08,Freight,4.1,No,30
INV100459,2026-02-13,Portal,C07,MRO,9.5,No,28
INV100460,2026-02-13,Email-PDF,C01,Utilities,12.7,No,20
INV100461,2026-02-13,EDI,C05,MRO,3.3,No,26
INV100462,2026-02-13,Portal,C04,Raw materials,3.4,No,30
INV100463,2026-02-16,Portal,C01,MRO,8.0,No,37
INV100464,2026-02-16,Email-PDF,C07,MRO,9.3,No,39
INV100465,2026-02-16,EDI,C05,Raw materials,1.4,No,29
INV100466,2026-02-16,Paper-scan,C03,Freight,8.3,No,25
INV100467,2026-02-16,Portal,C04,MRO,6.0,No,30
INV100468,2026-02-16,EDI,C01,Raw materials,2.2,No,29
INV100469,2026-02-16,Portal,C08,Freight,9.9,No,28
INV100470,2026-02-16,Portal,C12,Services,5.7,No,41
INV100471,2026-02-16,EDI,C03,Raw materials,2.8,No,22
INV100472,2026-02-16,Paper-scan,C02,Raw materials,11.8,No,20
INV100473,2026-02-16,Email-PDF,C09,Freight,18.9,Yes,34
INV100474,2026-02-17,Portal,C05,Services,9.1,No,33
INV100475,2026-02-17,Email-PDF,C03,Services,13.6,No,37
INV100476,2026-02-17,EDI,C09,Freight,2.3,No,19
INV100477,2026-02-17,EDI,C06,Services,3.5,No,41
INV100478,2026-02-17,Portal,C01,MRO,5.8,No,39
INV100479,2026-02-17,Portal,C04,Utilities,4.0,No,22
INV100480,2026-02-17,Paper-scan,C10,Services,13.1,No,36
INV100481,2026-02-17,Email-PDF,C02,Raw materials,5.5,No,27
INV100482,2026-02-17,Paper-scan,C10,MRO,9.1,No,28
INV100483,2026-02-17,Portal,C09,Raw materials,9.1,No,21
INV100484,2026-02-17,Email-PDF,C11,Services,7.5,No,34
INV100485,2026-02-17,Email-PDF,C06,Utilities,7.3,No,18
INV100486,2026-02-17,Email-PDF,C07,Raw materials,7.2,No,23
INV100487,2026-02-18,EDI,C06,Utilities,2.2,No,21
INV100488,2026-02-18,EDI,C03,MRO,1.6,No,28
INV100489,2026-02-18,Portal,C07,Services,7.0,No,42
INV100490,2026-02-18,Portal,C08,Raw materials,5.3,No,28
INV100491,2026-02-18,Email-PDF,C06,Raw materials,4.8,Yes,28
INV100492,2026-02-18,Portal,C09,Services,6.6,No,30
INV100493,2026-02-18,Portal,C05,Services,7.0,No,40
INV100494,2026-02-18,Portal,C08,Raw materials,5.6,No,36
INV100495,2026-02-18,Portal,C10,MRO,5.6,No,34
INV100496,2026-02-18,Email-PDF,C05,Raw materials,7.3,No,27
INV100497,2026-02-18,EDI,C07,Raw materials,2.9,No,28
INV100498,2026-02-18,EDI,C10,Freight,2.1,No,24
INV100499,2026-02-18,Email-PDF,C02,MRO,5.8,No,27
INV100500,2026-02-18,Paper-scan,C11,Freight,22.7,No,36
INV100501,2026-02-18,Email-PDF,C05,MRO,5.8,No,28
INV100502,2026-02-18,Email-PDF,C09,Utilities,6.4,No,18
INV100503,2026-02-18,EDI,C02,Services,5.1,No,39
INV100504,2026-02-19,Portal,C10,Raw materials,5.5,No,22
INV100505,2026-02-19,Paper-scan,C01,Freight,6.4,No,28
INV100506,2026-02-19,EDI,C11,Utilities,1.8,No,26
INV100507,2026-02-19,Email-PDF,C02,Utilities,5.6,No,19
INV100508,2026-02-19,Email-PDF,C09,Services,13.3,No,36
INV100509,2026-02-19,EDI,C12,MRO,3.5,Yes,33
INV100510,2026-02-19,Portal,C12,Raw materials,3.4,No,30
INV100511,2026-02-19,EDI,C04,Utilities,1.9,No,17
INV100512,2026-02-19,Paper-scan,C04,MRO,13.4,No,32
INV100513,2026-02-19,Paper-scan,C09,Raw materials,5.5,No,31
INV100514,2026-02-19,Email-PDF,C06,Raw materials,5.9,No,32
INV100515,2026-02-19,Email-PDF,C02,Raw materials,8.5,No,22
INV100516,2026-02-19,Paper-scan,C06,Raw materials,9.7,No,33
INV100517,2026-02-19,Email-PDF,C10,Utilities,6.7,No,14
INV100518,2026-02-19,Email-PDF,C06,Raw materials,6.1,Yes,37
INV100519,2026-02-19,EDI,C06,Raw materials,2.2,No,32
INV100520,2026-02-19,EDI,C11,Raw materials,1.0,No,28
INV100521,2026-02-19,Paper-scan,C07,MRO,10.2,No,33
INV100522,2026-02-19,Email-PDF,C05,Services,10.5,No,33
INV100523,2026-02-20,Portal,C05,MRO,3.5,No,32
INV100524,2026-02-20,Portal,C02,Services,11.2,No,41
INV100525,2026-02-20,Paper-scan,C05,Raw materials,7.8,No,36
INV100526,2026-02-20,Email-PDF,C05,Services,5.4,No,39
INV100527,2026-02-20,Portal,C01,Raw materials,3.3,No,24
INV100528,2026-02-20,EDI,C07,Raw materials,1.3,No,28
INV100529,2026-02-20,Portal,C10,Raw materials,3.2,No,32
INV100530,2026-02-20,Paper-scan,C08,Raw materials,9.7,No,20
INV100531,2026-02-23,Paper-scan,C05,Raw materials,7.6,No,21
INV100532,2026-02-23,Email-PDF,C10,Raw materials,7.7,No,20
INV100533,2026-02-23,EDI,C07,Freight,1.7,No,27
INV100534,2026-02-23,Paper-scan,C08,Raw materials,13.3,No,31
INV100535,2026-02-23,EDI,C10,Freight,2.5,No,22
INV100536,2026-02-23,Paper-scan,C02,Services,13.4,No,34
INV100537,2026-02-23,EDI,C09,Services,5.1,No,28
INV100538,2026-02-23,EDI,C05,Raw materials,2.9,No,31
INV100539,2026-02-23,Email-PDF,C02,MRO,6.7,No,29
INV100540,2026-02-23,Email-PDF,C12,Services,14.0,No,44
INV100541,2026-02-23,EDI,C08,Raw materials,1.4,No,24
INV100542,2026-02-23,Email-PDF,C02,MRO,10.6,Yes,33
INV100543,2026-02-23,EDI,C10,Raw materials,1.1,No,37
INV100544,2026-02-24,EDI,C12,Freight,3.1,No,22
INV100545,2026-02-24,Email-PDF,C02,Raw materials,6.4,No,29
INV100546,2026-02-24,Paper-scan,C10,MRO,12.1,No,28
INV100547,2026-02-24,EDI,C10,Raw materials,2.1,No,24
INV100548,2026-02-24,Portal,C04,Raw materials,5.3,No,35
INV100549,2026-02-24,Email-PDF,C03,Freight,6.0,No,26
INV100550,2026-02-24,Email-PDF,C03,MRO,7.7,No,29
INV100551,2026-02-24,Portal,C10,Utilities,5.2,No,21
INV100552,2026-02-24,Paper-scan,C05,Utilities,6.4,No,26
INV100553,2026-02-24,Portal,C02,Raw materials,5.8,No,29
INV100554,2026-02-24,Email-PDF,C01,Raw materials,6.8,No,37
INV100555,2026-02-24,Paper-scan,C05,MRO,9.0,No,31
INV100556,2026-02-24,Email-PDF,C04,MRO,10.6,No,36
INV100557,2026-02-24,Email-PDF,C10,MRO,7.4,No,27
INV100558,2026-02-25,Portal,C09,Raw materials,4.7,No,21
INV100559,2026-02-25,Email-PDF,C12,MRO,7.9,No,30
INV100560,2026-02-25,Portal,C10,Raw materials,7.1,No,30
INV100561,2026-02-25,Paper-scan,C10,Raw materials,12.0,No,27
INV100562,2026-02-25,Email-PDF,C05,Raw materials,4.9,Yes,37
INV100563,2026-02-25,Paper-scan,C10,MRO,11.1,No,28
INV100564,2026-02-25,Portal,C03,Services,10.8,No,30
INV100565,2026-02-25,Portal,C11,MRO,5.5,No,22
INV100566,2026-02-25,EDI,C06,Services,11.4,No,36
INV100567,2026-02-25,Portal,C09,Raw materials,6.3,No,30
INV100568,2026-02-25,Email-PDF,C02,Freight,10.0,No,31
INV100569,2026-02-25,Portal,C02,MRO,6.1,No,25
INV100570,2026-02-25,Email-PDF,C07,Raw materials,6.5,No,33
INV100571,2026-02-25,Email-PDF,C08,Utilities,12.2,No,23
INV100572,2026-02-26,Portal,C02,Services,7.0,No,37
INV100573,2026-02-26,Portal,C09,Raw materials,6.2,No,33
INV100574,2026-02-26,Email-PDF,C05,Raw materials,6.7,No,33
INV100575,2026-02-26,EDI,C02,Services,4.5,No,37
INV100576,2026-02-26,Paper-scan,C09,Services,13.5,No,34
INV100577,2026-02-26,Email-PDF,C02,Services,13.3,No,32
INV100578,2026-02-26,Email-PDF,C07,Raw materials,6.1,No,22
INV100579,2026-02-26,Portal,C07,MRO,8.3,No,23
INV100580,2026-02-26,EDI,C04,Services,5.2,No,44
INV100581,2026-02-26,Email-PDF,C01,Services,13.2,No,34
INV100582,2026-02-26,Email-PDF,C05,Freight,9.4,No,27
INV100583,2026-02-26,Email-PDF,C12,Raw materials,9.9,No,30
INV100584,2026-02-27,Email-PDF,C10,Raw materials,9.4,No,29
INV100585,2026-02-27,Portal,C12,Raw materials,7.1,No,47
INV100586,2026-02-27,Email-PDF,C03,MRO,9.0,No,30
INV100587,2026-02-27,Paper-scan,C01,Raw materials,9.1,No,26
INV100588,2026-02-27,EDI,C02,MRO,1.9,No,30
INV100589,2026-02-27,Paper-scan,C04,Raw materials,14.9,No,33
INV100590,2026-02-27,Portal,C06,Raw materials,5.3,No,31
INV100591,2026-02-27,Portal,C02,Raw materials,3.4,No,30
INV100592,2026-02-27,Email-PDF,C12,Services,10.4,No,34
INV100593,2026-02-27,Portal,C08,Freight,6.5,No,25
INV100594,2026-02-27,Paper-scan,C07,Raw materials,12.7,No,37
INV100595,2026-02-27,Portal,C06,Utilities,6.7,No,20
INV100596,2026-02-27,Email-PDF,C08,MRO,8.6,No,34
INV100597,2026-02-27,Portal,C02,Services,6.4,No,31
INV100598,2026-02-27,Email-PDF,C09,Raw materials,10.3,No,42
INV100599,2026-02-27,Paper-scan,C07,Raw materials,8.5,No,18
INV100600,2026-02-27,Email-PDF,C04,Raw materials,5.2,No,31
INV100601,2026-02-27,EDI,C12,Services,3.9,No,38
INV100602,2026-02-27,Email-PDF,C08,Raw materials,4.2,No,26
INV100603,2026-02-27,EDI,C08,Services,5.1,No,37
INV100604,2026-02-27,EDI,C10,Raw materials,1.5,No,22
INV100605,2026-02-27,EDI,C12,MRO,1.1,No,38
INV100606,2026-03-02,Paper-scan,C03,MRO,12.1,No,33
INV100607,2026-03-02,Email-PDF,C08,Freight,7.1,No,27
INV100608,2026-03-02,Email-PDF,C12,MRO,8.6,No,21
INV100609,2026-03-02,EDI,C03,Freight,4.4,No,29
INV100610,2026-03-02,Email-PDF,C12,Utilities,8.7,No,25
INV100611,2026-03-02,EDI,C09,Freight,1.8,No,21
INV100612,2026-03-02,Portal,C03,Raw materials,4.1,No,34
INV100613,2026-03-02,Portal,C12,Raw materials,4.9,No,29
INV100614,2026-03-02,Email-PDF,C11,Raw materials,11.1,No,29
INV100615,2026-03-02,Email-PDF,C02,Utilities,7.8,No,19
INV100616,2026-03-02,Portal,C06,Services,3.7,No,40
INV100617,2026-03-02,Email-PDF,C03,Raw materials,9.4,No,36
INV100618,2026-03-02,Email-PDF,C07,Raw materials,6.6,No,17
INV100619,2026-03-02,Portal,C07,Raw materials,6.4,No,19
INV100620,2026-03-03,EDI,C08,Freight,3.4,No,22
INV100621,2026-03-03,Portal,C10,Utilities,6.1,No,23
INV100622,2026-03-03,Portal,C09,Raw materials,5.5,No,32
INV100623,2026-03-03,Email-PDF,C10,Services,11.2,No,35
INV100624,2026-03-03,EDI,C12,MRO,1.5,Yes,34
INV100625,2026-03-03,Email-PDF,C10,Services,10.0,Yes,38
INV100626,2026-03-03,Portal,C09,Raw materials,7.8,No,34
INV100627,2026-03-03,Portal,C06,MRO,4.4,No,27
INV100628,2026-03-03,Paper-scan,C12,MRO,11.6,No,38
INV100629,2026-03-03,Portal,C06,MRO,4.4,No,29
INV100630,2026-03-03,EDI,C04,Raw materials,1.7,No,32
INV100631,2026-03-03,Portal,C05,MRO,4.6,No,32
INV100632,2026-03-03,Email-PDF,C03,MRO,9.9,No,31
INV100633,2026-03-03,Portal,C01,MRO,7.6,No,29
INV100634,2026-03-03,Email-PDF,C01,Freight,12.8,No,25
INV100635,2026-03-03,Portal,C06,Raw materials,4.6,No,29
INV100636,2026-03-03,EDI,C05,Services,4.8,Yes,42
INV100637,2026-03-03,Paper-scan,C10,Freight,11.6,No,25
INV100638,2026-03-03,Email-PDF,C05,MRO,6.7,No,28
INV100639,2026-03-03,Email-PDF,C06,Raw materials,8.4,Yes,32
INV100640,2026-03-04,Email-PDF,C02,Services,13.9,No,36
INV100641,2026-03-04,Portal,C11,Raw materials,7.3,No,28
INV100642,2026-03-04,Portal,C09,Freight,7.5,No,31
INV100643,2026-03-04,Paper-scan,C02,Raw materials,7.4,No,22
INV100644,2026-03-04,Email-PDF,C11,Services,6.2,No,35
INV100645,2026-03-04,Portal,C10,Services,4.7,No,32
INV100646,2026-03-04,Portal,C10,MRO,3.1,No,28
INV100647,2026-03-04,Portal,C06,Raw materials,8.2,No,34
INV100648,2026-03-04,Paper-scan,C02,MRO,8.5,No,29
INV100649,2026-03-04,Portal,C12,MRO,6.8,No,30
INV100650,2026-03-04,EDI,C11,Freight,2.1,No,26
INV100651,2026-03-04,Paper-scan,C12,Freight,9.1,No,20
INV100652,2026-03-04,Paper-scan,C07,Raw materials,9.0,No,36
INV100653,2026-03-04,Portal,C08,Freight,8.5,No,25
INV100654,2026-03-05,Email-PDF,C08,MRO,6.2,No,26
INV100655,2026-03-05,Email-PDF,C12,Services,10.0,No,39
INV100656,2026-03-05,EDI,C04,MRO,3.0,No,24
INV100657,2026-03-05,EDI,C03,Services,3.4,No,36
INV100658,2026-03-05,Email-PDF,C06,Raw materials,5.5,No,31
INV100659,2026-03-05,Portal,C09,Utilities,7.7,No,19
INV100660,2026-03-05,Email-PDF,C08,Services,8.6,No,42
INV100661,2026-03-05,Portal,C04,Services,8.2,No,39
INV100662,2026-03-05,Email-PDF,C05,Freight,6.5,No,32
INV100663,2026-03-05,EDI,C01,MRO,2.0,No,30
INV100664,2026-03-05,Email-PDF,C02,Raw materials,5.9,No,23
INV100665,2026-03-05,Portal,C08,Freight,4.6,No,36
INV100666,2026-03-05,Portal,C05,MRO,3.9,No,21
INV100667,2026-03-05,EDI,C09,MRO,2.3,No,36
INV100668,2026-03-05,Paper-scan,C06,Raw materials,8.6,No,32
INV100669,2026-03-05,EDI,C03,Services,4.8,No,40
INV100670,2026-03-05,Portal,C01,Raw materials,5.0,No,34
INV100671,2026-03-05,EDI,C12,Freight,3.0,No,23
INV100672,2026-03-06,Email-PDF,C10,Raw materials,9.2,No,28
INV100673,2026-03-06,Email-PDF,C10,Raw materials,10.5,No,25
INV100674,2026-03-06,Portal,C06,MRO,5.7,No,36
INV100675,2026-03-06,Paper-scan,C08,MRO,11.6,No,22
INV100676,2026-03-06,Paper-scan,C12,MRO,11.6,No,36
INV100677,2026-03-06,Portal,C01,MRO,6.1,No,27
INV100678,2026-03-06,Paper-scan,C04,Services,10.8,Yes,44
INV100679,2026-03-06,Email-PDF,C09,Freight,14.6,No,27
INV100680,2026-03-06,Portal,C01,Utilities,3.9,No,17
INV100681,2026-03-06,Paper-scan,C11,Raw materials,9.0,No,31
INV100682,2026-03-06,Email-PDF,C05,Services,9.9,No,49
INV100683,2026-03-06,Portal,C06,Raw materials,3.4,No,22
INV100684,2026-03-06,Portal,C04,MRO,4.5,No,28
INV100685,2026-03-06,EDI,C01,Services,4.8,No,44
INV100686,2026-03-06,Paper-scan,C09,Raw materials,11.8,No,29
INV100687,2026-03-06,EDI,C11,MRO,1.1,No,33
INV100688,2026-03-06,Email-PDF,C11,Utilities,5.7,No,21
INV100689,2026-03-06,Email-PDF,C09,Raw materials,11.1,Yes,43
INV100690,2026-03-09,EDI,C02,Services,5.9,No,34
INV100691,2026-03-09,Email-PDF,C03,MRO,6.6,No,31
INV100692,2026-03-09,Paper-scan,C12,Freight,6.6,No,22
INV100693,2026-03-09,Email-PDF,C09,Raw materials,17.9,Yes,34
INV100694,2026-03-09,Paper-scan,C08,Raw materials,8.2,Yes,36
INV100695,2026-03-09,Portal,C03,Services,8.7,No,39
INV100696,2026-03-09,Email-PDF,C02,Raw materials,8.3,No,20
INV100697,2026-03-09,Portal,C06,Raw materials,6.1,No,31
INV100698,2026-03-09,Paper-scan,C04,Raw materials,10.2,No,38
INV100699,2026-03-09,Email-PDF,C11,Raw materials,6.8,No,25
INV100700,2026-03-09,Paper-scan,C04,Raw materials,8.3,No,11
INV100701,2026-03-09,Paper-scan,C10,Freight,9.8,No,11
INV100702,2026-03-09,EDI,C09,MRO,2.7,No,33
INV100703,2026-03-09,Email-PDF,C11,Raw materials,7.9,No,31
INV100704,2026-03-09,Email-PDF,C02,Raw materials,17.6,No,35
INV100705,2026-03-09,Email-PDF,C05,Raw materials,8.1,No,35
INV100706,2026-03-10,EDI,C03,Freight,2.1,No,25
INV100707,2026-03-10,Paper-scan,C04,MRO,10.6,No,31
INV100708,2026-03-10,Paper-scan,C07,Services,11.3,Yes,41
INV100709,2026-03-10,Email-PDF,C05,Services,10.9,No,35
INV100710,2026-03-10,EDI,C06,MRO,2.1,No,27
INV100711,2026-03-10,Portal,C06,Raw materials,2.3,No,25
INV100712,2026-03-10,Paper-scan,C02,MRO,5.2,No,33
INV100713,2026-03-10,Email-PDF,C09,MRO,7.1,No,25
INV100714,2026-03-11,Paper-scan,C10,Raw materials,8.5,No,29
INV100715,2026-03-11,Email-PDF,C10,MRO,9.7,No,34
INV100716,2026-03-11,Portal,C05,MRO,3.3,No,29
INV100717,2026-03-11,Paper-scan,C06,Raw materials,11.9,No,26
INV100718,2026-03-11,Email-PDF,C12,Services,13.6,No,31
INV100719,2026-03-11,Email-PDF,C01,Utilities,7.8,No,13
INV100720,2026-03-11,Portal,C06,MRO,3.4,No,26
INV100721,2026-03-11,Paper-scan,C05,MRO,7.4,No,30
INV100721,2026-03-11,Paper-scan,C05,MRO,7.4,No,30
INV100722,2026-03-11,Portal,C02,Services,16.4,No,33
INV100723,2026-03-11,Portal,C01,Freight,6.7,No,20
INV100724,2026-03-11,Email-PDF,C03,Services,12.8,No,34
INV100725,2026-03-11,Paper-scan,C04,MRO,9.5,No,26
INV100726,2026-03-11,Email-PDF,C03,MRO,10.5,No,32
INV100727,2026-03-11,Email-PDF,C10,Utilities,4.6,No,23
INV100728,2026-03-11,Portal,C01,MRO,5.8,No,37
INV100729,2026-03-11,EDI,C04,MRO,2.7,No,21
INV100730,2026-03-11,Portal,C05,MRO,6.6,No,26
INV100731,2026-03-11,Portal,C12,Services,7.8,No,40
INV100732,2026-03-11,Portal,C07,MRO,5.5,No,27
INV100733,2026-03-11,Paper-scan,C10,MRO,9.8,No,33
INV100734,2026-03-11,Portal,C05,Services,6.1,No,41
INV100735,2026-03-11,EDI,C09,Raw materials,1.6,No,29
INV100736,2026-03-11,Portal,C10,Raw materials,4.7,No,34
INV100737,2026-03-11,Portal,C09,Raw materials,4.5,No,29
INV100738,2026-03-12,EDI,C03,Utilities,2.4,No,24
INV100739,2026-03-12,Portal,C05,MRO,3.9,No,20
INV100740,2026-03-12,Portal,C01,MRO,3.8,No,27
INV100741,2026-03-12,Portal,C06,Utilities,3.2,No,22
INV100742,2026-03-12,Email-PDF,C04,Utilities,5.3,No,19
INV100743,2026-03-12,Portal,C09,MRO,4.6,No,30
INV100744,2026-03-12,Portal,C10,Services,5.8,No,42
INV100745,2026-03-12,Portal,C02,Services,12.7,No,33
INV100746,2026-03-12,Email-PDF,C10,MRO,10.1,No,28
INV100747,2026-03-12,Paper-scan,C10,Utilities,8.6,Yes,35
INV100748,2026-03-12,Portal,C11,Services,11.2,No,44
INV100749,2026-03-12,Email-PDF,C08,Services,13.9,No,34
INV100750,2026-03-12,Email-PDF,C06,Raw materials,4.6,No,28
INV100751,2026-03-12,Email-PDF,C07,Raw materials,6.1,No,24
INV100752,2026-03-12,Paper-scan,C12,Utilities,11.7,No,36
INV100753,2026-03-13,Paper-scan,C12,Utilities,8.0,No,29
INV100754,2026-03-13,EDI,C04,Services,4.8,No,40
INV100755,2026-03-13,Paper-scan,C10,Raw materials,11.5,No,26
INV100756,2026-03-13,EDI,C05,Raw materials,1.5,No,41
INV100757,2026-03-13,EDI,C10,Raw materials,1.5,No,35
INV100758,2026-03-13,Portal,C11,Raw materials,7.1,No,32
INV100759,2026-03-13,EDI,C01,Raw materials,1.9,No,32
INV100760,2026-03-13,Portal,C05,Freight,8.7,No,31
INV100761,2026-03-13,Portal,C11,Raw materials,4.1,No,25
INV100762,2026-03-13,Email-PDF,C04,Raw materials,10.1,No,27
INV100763,2026-03-13,Email-PDF,C01,Raw materials,11.5,No,29
INV100764,2026-03-13,Portal,C12,MRO,6.0,No,29
INV100765,2026-03-13,Portal,C11,Raw materials,3.5,No,26
INV100766,2026-03-16,Portal,C02,Freight,7.4,No,25
INV100767,2026-03-16,Portal,C11,Raw materials,5.7,No,28
INV100768,2026-03-16,Portal,C06,Freight,6.9,No,21
INV100769,2026-03-16,Paper-scan,C07,Raw materials,11.5,No,31
INV100770,2026-03-16,Portal,C06,Raw materials,4.0,No,28
INV100771,2026-03-16,Email-PDF,C12,Raw materials,9.0,No,24
INV100772,2026-03-16,EDI,C05,Raw materials,1.2,No,29
INV100773,2026-03-16,EDI,C01,Raw materials,1.0,No,27
INV100774,2026-03-16,Email-PDF,C04,Freight,5.9,No,31
INV100775,2026-03-16,Email-PDF,C06,Services,7.2,No,36
INV100776,2026-03-16,Portal,C08,Raw materials,7.0,Yes,39
INV100777,2026-03-16,Portal,C07,MRO,5.9,No,28
INV100778,2026-03-16,Portal,C01,Freight,3.8,No,27
INV100779,2026-03-16,Portal,C02,Utilities,5.6,No,19
INV100780,2026-03-16,EDI,C12,Raw materials,1.8,No,26
INV100781,2026-03-16,Portal,C08,Freight,6.6,No,25
INV100782,2026-03-16,Email-PDF,C08,Raw materials,10.6,No,33
INV100783,2026-03-17,Portal,C06,Freight,8.1,No,31
INV100784,2026-03-17,Portal,C03,Freight,4.5,No,29
INV100785,2026-03-17,Portal,C11,Freight,4.5,No,16
INV100786,2026-03-17,Portal,C08,Utilities,6.3,No,22
INV100787,2026-03-17,Portal,C10,Raw materials,7.8,No,24
INV100788,2026-03-17,Email-PDF,C06,Raw materials,8.7,No,25
INV100789,2026-03-17,Portal,C05,Services,5.5,No,34
INV100790,2026-03-17,Paper-scan,C09,Raw materials,7.3,Yes,33
INV100791,2026-03-17,Portal,C04,Raw materials,6.7,No,32
INV100792,2026-03-17,Email-PDF,C11,MRO,8.9,No,26
INV100793,2026-03-17,Email-PDF,C07,Raw materials,5.6,No,33
INV100794,2026-03-17,Email-PDF,C08,Freight,8.5,Yes,31
INV100795,2026-03-17,Portal,C07,Raw materials,3.5,No,24
INV100796,2026-03-17,Portal,C08,Services,7.9,No,43
INV100797,2026-03-17,EDI,C06,Services,6.1,No,41
INV100798,2026-03-17,Paper-scan,C05,Freight,13.3,No,19
INV100799,2026-03-17,Portal,C09,MRO,3.6,No,37
INV100800,2026-03-17,Email-PDF,C05,Services,17.7,No,35
INV100801,2026-03-17,Portal,C07,Raw materials,7.3,No,25
INV100802,2026-03-17,Portal,C03,MRO,4.2,No,27
INV100803,2026-03-17,EDI,C01,Raw materials,1.7,No,30
INV100804,2026-03-17,Email-PDF,C08,Utilities,6.2,No,21
INV100805,2026-03-18,Paper-scan,C02,Services,13.0,No,43
INV100806,2026-03-18,Portal,C06,Raw materials,3.7,No,29
INV100807,2026-03-18,Paper-scan,C11,Raw materials,11.2,No,25
INV100808,2026-03-18,Email-PDF,C05,Raw materials,10.3,No,24
INV100809,2026-03-18,Portal,C03,MRO,6.2,No,31
INV100810,2026-03-18,Email-PDF,C08,Utilities,9.1,No,16
INV100811,2026-03-18,EDI,C05,Raw materials,1.7,No,32
INV100812,2026-03-18,EDI,C09,Services,4.8,No,38
INV100813,2026-03-18,Email-PDF,C08,Utilities,8.1,No,29
INV100814,2026-03-18,Email-PDF,C06,Utilities,6.6,No,13
INV100815,2026-03-18,Portal,C12,MRO,3.9,Yes,30
INV100816,2026-03-18,Email-PDF,C10,MRO,7.4,No,27
INV100817,2026-03-18,EDI,C07,Services,6.2,No,35
INV100818,2026-03-18,Email-PDF,C08,MRO,11.9,No,31
INV100819,2026-03-18,EDI,C07,Utilities,3.2,No,19
INV100820,2026-03-18,EDI,C04,Raw materials,2.1,No,27
INV100821,2026-03-18,Email-PDF,C10,Services,12.4,No,41
INV100822,2026-03-18,Email-PDF,C03,Raw materials,11.1,No,27
INV100823,2026-03-18,Portal,C07,Services,6.6,No,37
INV100824,2026-03-18,Paper-scan,C10,Raw materials,13.8,No,33
INV100825,2026-03-18,EDI,C02,Services,5.1,No,37
INV100826,2026-03-18,EDI,C02,Raw materials,1.1,No,28
INV100827,2026-03-18,Email-PDF,C04,Utilities,9.0,No,30
INV100828,2026-03-19,Portal,C01,MRO,4.7,No,28
INV100829,2026-03-19,Email-PDF,C04,MRO,5.8,No,29
INV100830,2026-03-19,Email-PDF,C02,MRO,7.1,Yes,34
INV100831,2026-03-19,Portal,C10,Freight,5.0,No,27
INV100832,2026-03-19,Portal,C11,Raw materials,7.2,No,36
INV100833,2026-03-19,Email-PDF,C03,Services,9.5,No,30
INV100834,2026-03-19,Portal,C05,MRO,7.2,No,33
INV100835,2026-03-19,Email-PDF,C04,Raw materials,6.5,No,34
INV100836,2026-03-20,EDI,C10,Services,7.7,No,35
INV100837,2026-03-20,Portal,C11,Raw materials,3.7,No,21
INV100838,2026-03-20,Portal,C07,Raw materials,3.2,No,26
INV100839,2026-03-20,EDI,C07,Freight,2.7,No,20
